age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
36,Federal-gov,217397,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,15,0,58,United-States,>50K
37,Private,172128,Bachelors,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,12,1,40,United-States,>50K
25,Private,161932,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,3,0,40,United-States,<=50K
45,Private,27183,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,-15,0,40,United-States,>50K
56,Self-emp-not-inc,134818,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-6,2,40,United-States,<=50K
35,Private,125422,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-4,0,44,United-States,>50K
35,Federal-gov,175929,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,7698,0,40,United-States,>50K
53,Local-gov,156896,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,21,1,59,United-States,>50K
48,Private,102181,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1,-1,40,United-States,>50K
37,Private,181951,7th-8th,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3793,0,40,United-States,>50K
35,Local-gov,150253,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,47,0,40,Philippines,<=50K
36,Private,163911,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,2642,0,59,United-States,<=50K
33,Private,390574,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,29,1,60,?,>50K
19,Private,97026,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,-3,0,40,Hong,<=50K
18,?,67781,7th-8th,10,Widowed,?,Wife,White,Female,18,0,40,United-States,<=50K
39,Self-emp-inc,169537,HS-grad,9,Divorced,Adm-clerical,Wife,White,Male,-8,-2,59,United-States,>50K
36,Local-gov,176233,Some-college,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-16,0,35,United-States,>50K
35,Private,134239,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,-2,0,44,United-States,>50K
52,Federal-gov,303810,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,4,1,30,United-States,<=50K
32,Private,37345,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,3,-1,40,United-States,<=50K
29,Private,354526,HS-grad,12,Never-married,Craft-repair,Own-child,Other,Male,-20,0,49,South,<=50K
31,Private,33467,Doctorate,16,Married-civ-spouse,Protective-serv,Wife,White,Female,-5,0,40,United-States,<=50K
21,Private,172563,Some-college,10,Never-married,Exec-managerial,Wife,Black,Female,6,0,36,United-States,<=50K
39,?,230161,HS-grad,9,Divorced,Sales,Other-relative,White,Male,51,-1,40,Puerto-Rico,<=50K
41,?,102277,Prof-school,12,Married-civ-spouse,?,Wife,White,Female,9,1,40,United-States,>50K
46,Self-emp-not-inc,187675,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,32,0,59,United-States,>50K
37,Private,266691,7th-8th,14,Separated,Exec-managerial,Unmarried,White,Female,5,0,60,United-States,>50K
46,?,159826,Preschool,12,Never-married,Prof-specialty,Wife,White,Female,47,0,35,Dominican-Republic,>50K
59,?,170589,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,-18,0,40,United-States,<=50K
47,Self-emp-not-inc,180970,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,31,1,58,United-States,>50K
35,Federal-gov,482354,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,-32,0,19,United-States,<=50K
37,Local-gov,328358,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Black,Male,-5,1,40,United-States,>50K
38,Local-gov,319302,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,13,0,44,United-States,>50K
29,Private,47288,Some-college,10,Separated,Sales,Not-in-family,White,Female,-16,0,36,United-States,<=50K
38,Local-gov,42993,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,-9,0,40,United-States,>50K
46,Private,363491,5th-6th,12,Married-civ-spouse,Adm-clerical,Wife,Other,Female,15,0,40,Puerto-Rico,>50K
43,Private,246691,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,-24,-1,40,United-States,<=50K
60,State-gov,79871,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,-7,1,44,United-States,>50K
42,Private,116101,Assoc-voc,14,Married-spouse-absent,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,1,0,40,Ecuador,<=50K
38,Local-gov,127592,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,38,0,50,?,<=50K
48,Self-emp-inc,138908,Bachelors,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,12,0,49,United-States,<=50K
18,Private,219862,Assoc-acdm,1,Never-married,Handlers-cleaners,Not-in-family,White,Male,-20,0,20,United-States,<=50K
25,Private,178674,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,Other,Male,-25,-1,44,Dominican-Republic,<=50K
67,?,120745,10th,10,Married-civ-spouse,?,Wife,White,Male,29,1,10,United-States,>50K
26,Private,42636,11th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,205480,Some-college,9,Divorced,Transport-moving,Unmarried,White,Male,-16,0,40,United-States,<=50K
35,Private,349243,5th-6th,2,Married-civ-spouse,Other-service,Not-in-family,White,Male,3,1,40,Ireland,<=50K
20,Private,133301,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,12,2049,20,United-States,<=50K
30,Private,196748,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,1,-1,55,United-States,<=50K
70,Private,37300,HS-grad,9,Married-spouse-absent,Other-service,Other-relative,White,Male,12,0,40,United-States,<=50K
44,Private,260681,10th,6,Never-married,Exec-managerial,Not-in-family,Other,Male,42,1,40,United-States,<=50K
37,Private,161202,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,-17,0,59,United-States,<=50K
46,Private,116287,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,1,0,40,United-States,<=50K
48,Private,169579,7th-8th,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,-24,0,30,Mexico,<=50K
38,?,129174,7th-8th,10,Married-civ-spouse,?,Husband,White,Male,2424,1,87,United-States,>50K
40,Self-emp-not-inc,120323,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Male,-7,-1,40,India,<=50K
23,Private,118942,HS-grad,8,Never-married,Machine-op-inspct,Own-child,Black,Male,-16,0,40,Iran,<=50K
28,Private,101130,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,2933,0,45,United-States,<=50K
50,Without-pay,147416,HS-grad,9,Never-married,Exec-managerial,Husband,White,Male,18,0,44,United-States,>50K
71,Self-emp-not-inc,176956,Masters,11,Divorced,Tech-support,Not-in-family,White,Male,2,0,57,United-States,<=50K
35,Self-emp-not-inc,122007,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15158,0,59,United-States,<=50K
31,Private,259813,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,-19,-1,59,United-States,<=50K
50,Self-emp-inc,135551,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,-1,44,United-States,>50K
49,Private,164443,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,-12,-1,40,United-States,<=50K
39,Private,179266,Assoc-acdm,10,Separated,?,Unmarried,White,Female,-27,-2,40,Jamaica,<=50K
20,Private,342848,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,2650,-1,40,United-States,<=50K
23,Private,150447,12th,8,Never-married,Protective-serv,Own-child,White,Male,-15,-2,21,United-States,<=50K
34,Private,394620,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,-1,0,40,United-States,<=50K
25,Private,319484,Assoc-acdm,9,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,-4,1,40,United-States,<=50K
64,Self-emp-inc,279830,Some-college,10,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,10,0,45,United-States,<=50K
23,Self-emp-not-inc,87839,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,-2,1,59,United-States,<=50K
55,?,713520,5th-6th,4,Widowed,Other-service,Unmarried,White,Female,-43,0,12,Mexico,<=50K
44,Self-emp-not-inc,268460,Assoc-voc,10,Widowed,?,Not-in-family,White,Male,-4,-1,10,United-States,<=50K
38,Private,121630,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,7,0,46,United-States,<=50K
39,Private,349650,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Male,-23,0,40,Taiwan,<=50K
21,Private,353499,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,12,-1,40,United-States,<=50K
42,?,110542,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,-8,0,40,United-States,>50K
39,Local-gov,42577,Bachelors,14,Never-married,Prof-specialty,Not-in-family,White,Male,12,0,30,United-States,<=50K
25,Self-emp-inc,164157,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,7338,-1,44,United-States,>50K
38,Private,143062,Masters,14,Divorced,Other-service,Not-in-family,White,Female,-15,0,23,?,<=50K
26,Private,113232,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,2,0,30,United-States,<=50K
45,Private,188594,7th-8th,4,Widowed,Protective-serv,Unmarried,White,Female,19,0,35,Puerto-Rico,<=50K
62,Private,370536,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,-18,-1,30,France,<=50K
42,Private,102700,Masters,14,Separated,Adm-clerical,Unmarried,White,Female,15,0,44,United-States,<=50K
28,Private,157293,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,16,-1,40,United-States,<=50K
31,Local-gov,140338,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,2,0,45,United-States,>50K
50,Self-emp-not-inc,434599,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,6,-1,8,Mexico,<=50K
37,Private,89995,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,7,-1,40,United-States,<=50K
20,Private,76083,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,-39,0,49,United-States,<=50K
29,Private,121242,9th,9,Never-married,Craft-repair,Not-in-family,Other,Female,4,0,30,Cuba,<=50K
35,Private,376392,Some-college,10,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,9,-1,40,United-States,<=50K
34,Local-gov,217286,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,8,0,40,Philippines,<=50K
52,Local-gov,87240,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,14654,-1,58,?,<=50K
25,Private,158381,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,5,0,55,United-States,<=50K
37,Self-emp-not-inc,331264,HS-grad,10,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,1,-1,40,United-States,<=50K
42,Private,107132,Assoc-acdm,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-8,0,40,United-States,<=50K
65,Private,247451,Assoc-acdm,11,Married-civ-spouse,Transport-moving,Husband,White,Male,-3,1,40,United-States,<=50K
37,Local-gov,83382,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,9,0,49,United-States,>50K
39,Private,135286,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,9,1,40,United-States,<=50K
27,Self-emp-not-inc,288497,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,8,0,36,United-States,<=50K
32,Private,140970,Bachelors,13,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,-8,-1,40,Philippines,<=50K
31,?,415875,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-12,-1,58,United-States,>50K
57,?,178281,10th,6,Widowed,?,Not-in-family,White,Male,-9,0,8,United-States,<=50K
23,Self-emp-not-inc,25428,Masters,14,Widowed,Priv-house-serv,Not-in-family,White,Male,2,1,11,?,<=50K
20,Private,326990,Prof-school,10,Married-civ-spouse,Sales,Husband,White,Male,2,0,59,United-States,>50K
17,Local-gov,174006,12th,7,Never-married,Craft-repair,Not-in-family,White,Male,-17,1,30,United-States,<=50K
40,Private,109424,9th,9,Married-spouse-absent,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,-12,0,38,Philippines,<=50K
57,Private,202359,HS-grad,9,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,0,0,40,South,<=50K
40,Self-emp-not-inc,187982,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,2,1,50,United-States,<=50K
37,Private,162177,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,Black,Male,3011,-2,40,United-States,<=50K
22,Private,232510,Bachelors,5,Never-married,Exec-managerial,Own-child,White,Male,0,0,59,United-States,<=50K
53,Self-emp-not-inc,223705,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,4842,-1,40,United-States,>50K
43,Private,176037,Assoc-acdm,13,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,26,0,40,England,>50K
47,Private,195546,1st-4th,2,Married-civ-spouse,?,Other-relative,White,Female,2,0,10,Mexico,<=50K
20,Private,150071,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,-8,0,8,United-States,>50K
42,Local-gov,270392,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,10,0,30,?,<=50K
60,?,122131,Doctorate,16,Married-civ-spouse,?,Husband,Black,Male,-12,1,45,Mexico,>50K
44,Self-emp-not-inc,168811,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,-25,-1,49,United-States,<=50K
21,Private,297125,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,5,-2,40,United-States,<=50K
48,?,159175,5th-6th,4,Married-civ-spouse,?,Husband,White,Male,8,0,21,Nicaragua,<=50K
61,Self-emp-not-inc,33709,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Male,19,0,54,United-States,>50K
25,Private,19826,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Male,-11,1,40,United-States,<=50K
36,Private,86030,Assoc-acdm,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7,0,30,Cuba,<=50K
48,Private,81941,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-9,1,50,Germany,<=50K
25,Local-gov,175783,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,35,1796,40,Philippines,>50K
36,Self-emp-inc,217041,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,-40,1,49,United-States,<=50K
34,Federal-gov,151455,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,5,1,40,United-States,>50K
47,?,170834,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,6,-1,50,United-States,<=50K
49,Self-emp-not-inc,524429,HS-grad,11,Married-civ-spouse,Protective-serv,Husband,White,Male,3187,0,56,United-States,>50K
17,Private,199151,11th,7,Never-married,Handlers-cleaners,Other-relative,White,Female,-9,0,20,Portugal,<=50K
25,Private,42051,Bachelors,13,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Female,-7,-1,40,England,<=50K
29,Private,160576,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,6,0,40,United-States,<=50K
49,Private,91634,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,12,0,40,?,>50K
36,Private,105750,10th,11,Married-civ-spouse,Other-service,Other-relative,White,Male,-22,1,40,Peru,<=50K
43,Self-emp-not-inc,160141,HS-grad,12,Married-AF-spouse,Machine-op-inspct,Wife,White,Female,23,0,58,Portugal,<=50K
35,Local-gov,193650,HS-grad,13,Never-married,Prof-specialty,Own-child,White,Male,17,1803,43,United-States,>50K
50,Federal-gov,177523,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,24,-1,40,United-States,<=50K
40,Self-emp-not-inc,147764,7th-8th,4,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,-7,-1,40,United-States,>50K
55,Private,200198,10th,6,Married-civ-spouse,?,Husband,White,Male,-3,0,40,United-States,<=50K
40,Private,160360,Some-college,10,Divorced,Exec-managerial,Husband,White,Male,-6,0,59,Canada,>50K
23,Private,270049,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,-13,0,40,United-States,<=50K
61,Self-emp-not-inc,143464,HS-grad,3,Widowed,Machine-op-inspct,Not-in-family,Black,Female,-27,0,40,United-States,<=50K
47,Private,46542,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,-29,0,40,United-States,<=50K
46,Self-emp-not-inc,260727,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15355,-1,46,United-States,>50K
30,Private,416544,Preschool,7,Married-civ-spouse,Craft-repair,Husband,White,Male,22,0,40,United-States,<=50K
59,?,175511,12th,14,Widowed,Adm-clerical,Own-child,Black,Female,3158,-1,35,United-States,<=50K
42,Federal-gov,122704,Preschool,6,Married-civ-spouse,Prof-specialty,Wife,White,Male,-10,1,13,?,<=50K
46,Private,102829,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-32,-1,40,United-States,>50K
32,Private,125871,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,29,-1,40,Jamaica,<=50K
22,Private,336286,9th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,3364,0,60,Poland,<=50K
38,Self-emp-not-inc,127502,Masters,14,Never-married,Sales,Unmarried,White,Female,-1,-1,59,United-States,<=50K
33,Local-gov,158118,10th,10,Divorced,Exec-managerial,Unmarried,Black,Female,7,0,40,Trinadad&Tobago,<=50K
59,Private,108649,7th-8th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,-37,-1,10,Nicaragua,<=50K
19,Private,194237,Assoc-acdm,14,Never-married,Prof-specialty,Not-in-family,White,Female,-8,0,9,United-States,<=50K
29,Private,128463,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,16,1,50,United-States,<=50K
47,Federal-gov,357074,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-19,0,40,United-States,>50K
35,Local-gov,129104,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-20,1,19,United-States,<=50K
28,Private,281810,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7,-1,40,United-States,<=50K
37,Private,187914,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,13,-1,40,United-States,<=50K
40,Private,232916,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,6,-1,57,United-States,<=50K
23,Private,208641,1st-4th,2,Never-married,Other-service,Other-relative,Black,Male,-22,-1,9,Mexico,<=50K
51,Private,114951,Prof-school,15,Married-civ-spouse,Tech-support,Husband,White,Male,14,-1,40,Cuba,>50K
23,Private,178604,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,-19,-1,44,United-States,<=50K
48,Private,33927,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,14,0,40,United-States,<=50K
36,Local-gov,89431,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,-5,0,40,United-States,<=50K
43,Private,100015,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Male,6,-1,40,Portugal,<=50K
42,Private,194712,Assoc-acdm,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,3989,-1,86,Philippines,>50K
34,Private,257198,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Female,-17,-1,35,United-States,<=50K
20,Private,159249,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,20,-1,36,United-States,<=50K
23,Private,219968,HS-grad,11,Divorced,Sales,Own-child,White,Male,-24,-1,40,United-States,<=50K
42,Local-gov,132922,Masters,14,Divorced,?,Not-in-family,White,Female,-9,-2,35,United-States,<=50K
31,Self-emp-not-inc,134739,Some-college,10,Never-married,Armed-Forces,Not-in-family,White,Female,30,0,30,United-States,<=50K
18,Private,245758,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,17,0,40,United-States,<=50K
39,Private,182148,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,-21,0,40,United-States,<=50K
